Date,USD/EUR,USD/JPY,USD/CZK,USD/GBP,USD/AUD,USD/BRL,USD/CNY,USD/ZAR,USD/CAD,USD/MXN,USD/ARS,USD/CHF,USD/INR,USD/VND,USD/ZMW,USD/IDR,USD/IQD,USD/IRR,Date.year,Date.month,Date.day-of-month,Date.day-of-week
2009-06-05,0.7056,96.35,18.9385,0.6147,1.2474,1.9562,6.8333,8.0552,1.1061,13.3069,3.7448,1.069,47.247,17807.0,,10116.4,1169.4,9623.15,2009,6,5,5
2009-06-04,0.7025,95.91,18.837,0.6052,1.2231,1.9327,6.8283,8.0386,1.0885,13.227,3.7405,1.0664,46.9153,17768.0,,10267.0,1167.15,9604.8,2009,6,4,4
2009-06-03,0.704,96.09,18.8293,0.6074,1.2295,1.9464,6.8298,8.0262,1.0882,13.2559,3.7402,1.0669,47.0926,17469.75,,10183.4,1168.0,9684.8,2009,6,3,3
2009-06-02,0.7056,95.46,18.9408,0.6125,1.2382,1.9897,6.8283,7.9498,1.0868,13.1222,3.7293,1.0673,47.0726,17105.0,,10162.7,1165.65,9665.15,2009,6,2,2
2009-06-01,0.7068,95.32,19.1669,0.6177,1.2481,1.9897,6.8283,7.9347,1.0917,13.1507,3.7442,1.0669,47.185,17744.5,,10204.15,1165.65,9665.15,2009,6,1,1
2009-05-29,0.7207,96.47,19.2507,0.6274,1.2807,2.0244,6.8283,8.1294,1.1188,13.2529,3.7423,1.0894,47.8295,17468.45,,10582.1,1167.85,9683.3,2009,5,29,5
2009-05-28,0.7169,95.23,19.164,0.6253,1.2734,2.0096,6.83,8.2291,1.1147,13.1747,3.7407,1.0859,47.7194,17413.05,,10454.95,1168.1,9685.65,2009,5,28,4
2009-05-27,0.7163,94.83,19.1102,0.6294,1.2832,2.0311,6.8294,8.3073,1.1256,13.1691,3.7388,1.0861,47.6249,17356.2,,10277.55,1166.65,9673.35,2009,5,27,3
2009-05-26,0.7141,94.85,19.05,0.629,1.2805,2.0243,6.8237,8.2994,1.1244,13.1693,3.735,1.0845,47.3318,17787.0,,10204.1,1167.65,9669.93,2009,5,26,2
2009-05-25,0.7144,94.77,19.1419,0.6278,1.2778,2.0281,6.8244,8.2812,1.1195,13.1878,3.7321,1.0853,47.125,17796.0,,10193.7,1168.4,9807.35,2009,5,25,1
2009-05-22,0.7247,94.63,19.3552,0.635,1.2923,2.026,6.8249,8.3738,1.141,13.0559,3.7177,1.0997,47.5377,17397.15,,10341.35,1158.07,9724.22,2009,5,22,5
2009-05-21,0.7311,95.59,19.503,0.643,1.2919,2.0293,6.8249,8.4149,1.1507,12.9487,3.7268,1.1064,47.6872,17794.0,,10320.05,1168.25,9813.55,2009,5,21,4
2009-05-20,0.7357,96.28,19.7168,0.6485,1.2975,2.0617,6.8251,8.4918,1.1597,12.9745,3.7204,1.113,47.8496,17536.45,,10272.35,1167.5,9811.15,2009,5,20,3
2009-05-19,0.7419,95.49,19.9356,0.6567,1.3249,2.0944,6.8265,8.6659,1.1724,13.2008,3.7289,1.1214,48.646,17783.0,,10368.2,1167.5,9869.46,2009,5,19,2
2009-05-18,0.7411,95.18,19.9204,0.6588,1.3351,2.0814,6.8247,8.6941,1.1777,13.2574,3.7439,1.1215,49.675,17808.5,,10368.2,1172.31,9868.63,2009,5,18,1
2009-05-15,0.736,95.52,19.7642,0.6601,1.3262,2.1075,6.8237,8.5508,1.1736,13.3215,3.7244,1.1081,49.987,17558.8,,10400.55,1167.4,9822.65,2009,5,15,5
2009-05-14,0.7327,96.09,19.6766,0.6567,1.3106,2.0876,6.8218,8.4543,1.1627,13.2614,3.7217,1.1042,49.7346,17790.65,,10357.45,1168.675,9855.685,2009,5,14,4
2009-05-13,0.7342,97.1,19.6521,0.658,1.3122,2.0628,6.8226,8.4599,1.1637,13.2501,3.721,1.1068,49.6248,17557.9,,10396.35,1168.3,9857.7,2009,5,13,3
2009-05-12,0.7345,98.02,19.6231,0.6594,1.3079,2.0611,6.8216,8.3635,1.1543,13.0795,3.7156,1.1069,49.4601,17629.8,,10446.6,1167.25,9848.05,2009,5,12,2
2009-05-11,0.7334,98.48,19.7049,0.6566,1.3011,2.0917,6.821,8.278,1.1498,13.035,3.7371,1.1059,49.2,17680.5,,10584.7,1161.335,9798.13,2009,5,11,1
2009-05-08,0.7493,99.0,19.9911,0.6637,1.3243,2.1081,6.8218,8.3675,1.1692,13.1114,3.7136,1.1335,49.2368,17782.3,,10411.25,1167.82,9852.72,2009,5,8,5
2009-05-07,0.7517,98.48,20.007,0.6641,1.3478,2.1277,6.821,8.4354,1.1755,13.2498,3.7018,1.134,49.5845,17786.5,,10433.0,1167.6,9851.0,2009,5,7,4
2009-05-06,0.7474,98.87,19.9085,0.6643,1.3479,2.1293,6.8192,8.331,1.1738,13.2474,3.6965,1.1294,49.5826,17689.3,,10498.75,1157.96,9803.105,2009,5,6,3
2009-05-05,0.7513,99.32,20.0174,0.6695,1.3597,2.1549,6.8236,8.3816,1.1824,13.6373,3.7006,1.1341,49.8894,17779.0,,10593.35,1157.95,9854.05,2009,5,5,2
2009-05-04,0.7535,99.16,20.1165,0.6701,1.3687,2.1745,6.8195,8.42,1.1855,13.786,3.7129,1.1357,50.09,17821.0,,10632.8,1169.7,9891.5,2009,5,4,1
2009-05-01,0.7531,97.95,20.1509,0.6752,1.3711,2.1749,6.8206,8.4951,1.1959,13.7834,3.7143,1.1361,49.9249,17788.5,,10706.7,1167.8,9873.45,2009,5,1,5
2009-04-30,0.7568,96.87,20.3045,0.6795,1.3964,2.1836,6.8252,8.6003,1.2102,13.7531,3.7159,1.1393,50.3948,17723.95,,10723.95,1164.005,9944.2,2009,4,30,4
2009-04-29,0.767,96.33,20.4461,0.6847,1.419,2.2123,6.8276,8.7912,1.2209,14.0014,3.7052,1.1543,50.7478,17761.0,,10887.4,1166.85,10069.0,2009,4,29,3
2009-04-28,0.7605,96.72,20.2445,0.6843,1.3986,2.1938,6.8262,8.7965,1.215,13.6956,3.7061,1.1457,50.3375,17753.5,,10840.2,1166.05,10062.6,2009,4,28,2
2009-04-27,0.7552,97.17,20.285,0.6813,1.3826,2.2011,6.8269,8.7159,1.2096,13.3438,3.6975,1.1391,50.04,17735.0,,10723.95,1168.25,10053.55,2009,4,27,1
2009-04-24,0.7673,98.02,20.6839,0.6874,1.4112,2.2097,6.8293,8.9227,1.2357,13.2448,3.6911,1.1614,50.5602,17621.0,,10840.2,1165.24,10066.14,2009,4,24,5
2009-04-23,0.7719,98.22,20.8066,0.6855,1.4149,2.2194,6.8293,8.9657,1.2388,13.1709,3.6944,1.167,50.6965,17584.75,,10857.85,1167.89,10114.03,2009,4,23,4
2009-04-22,0.7728,98.22,20.8386,0.6861,1.4236,2.238,6.8288,9.0707,1.2386,13.3448,3.6882,1.1684,50.7257,17710.55,,10741.2,1169.275,10113.25,2009,4,22,3
2009-04-21,0.7706,98.7,20.7003,0.6825,1.4052,2.2136,6.833,9.021,1.2237,13.2091,3.6806,1.1692,50.4174,17703.7,,11025.4,1170.28,10069.925,2009,4,21,2
2009-04-20,0.7666,99.16,20.4453,0.6758,1.3841,2.1858,6.8326,8.9281,1.2132,13.1284,3.8111,1.1655,50.11,17832.0,,11507.55,1171.05,10027.4,2009,4,20,1
2009-04-17,0.7578,99.11,20.3262,0.6687,1.3823,2.1801,6.8325,9.0287,1.2055,13.0514,3.6798,1.1456,49.8515,17617.9,,10934.95,1168.56,10009.07,2009,4,17,5
2009-04-16,0.756,98.97,20.1659,0.67,1.3878,2.2021,6.8323,9.1495,1.2131,13.1978,3.676,1.1418,50.0176,17660.85,,10929.0,1168.12,9993.47,2009,4,16,4
2009-04-15,0.7514,99.64,19.9626,0.6722,1.3735,2.1777,6.8307,9.0458,1.2181,13.1098,3.6797,1.1376,50.0059,17570.15,,11148.35,1164.745,9949.63,2009,4,15,3
2009-04-14,0.7559,100.37,19.9612,0.6796,1.3798,2.1841,6.8355,9.0359,1.2245,13.1036,3.6396,1.1493,50.1077,17996.0,,11280.35,1182.1,10094.3,2009,4,14,2
2009-04-13,0.7584,100.25,20.0522,0.6815,1.3896,2.1841,6.8355,9.0614,1.2257,13.1294,3.6606,1.1546,50.1,17996.0,,11331.45,1182.1,10094.3,2009,4,13,1
2009-04-10,0.755,100.08,20.0594,0.6809,1.4032,2.1899,6.8355,9.1152,1.2328,13.2864,3.6753,1.15,50.4489,17626.9,,11337.9,1168.09,9984.585,2009,4,10,5
2009-04-09,0.7558,100.07,20.061,0.6806,1.4109,2.2097,6.8362,9.2,1.2384,13.4708,3.6793,1.1464,50.7126,17773.5,,11363.7,1167.71,9958.57,2009,4,9,4
2009-04-08,0.7506,100.52,19.8916,0.6802,1.4056,2.2265,6.8353,9.1445,1.2414,13.6275,3.6769,1.1404,50.4779,17626.35,,11487.7,1173.9,9952.315,2009,4,8,3
2009-04-07,0.7409,100.81,19.7135,0.673,1.3983,2.2183,6.8348,9.043,1.2311,13.5684,3.6882,1.1304,50.5051,17520.85,,11422.05,1167.55,9893.05,2009,4,7,2
2009-04-06,0.7415,100.3,19.8199,0.6739,1.3988,2.2213,6.8355,9.0513,1.2297,13.56,3.686,1.131,50.675,17701.55,,11422.05,1162.42,9907.435,2009,4,6,1
2009-04-03,0.7501,99.08,20.2039,0.6856,1.4141,2.2537,6.8342,9.2779,1.2515,13.8486,3.709,1.1414,51.0586,17771.0,,11487.75,1167.32,9949.845,2009,4,3,5
2009-04-02,0.7561,98.81,20.5807,0.6965,1.4457,2.3031,6.8341,9.4899,1.2652,14.0963,3.7162,1.1429,51.5679,17689.05,,11614.45,1170.62,9900.75,2009,4,2,4
2009-04-01,0.7533,98.62,20.7452,0.6988,1.4454,2.3156,6.8363,9.5393,1.2573,14.1788,3.7152,1.1407,50.7357,17507.8,,11540.8,1166.765,9729.21,2009,4,1,3
2009-03-31,0.7572,97.28,20.787,0.7037,1.4634,2.3116,6.8356,9.6944,1.2492,14.4162,3.7138,1.1488,51.9672,17774.5,,11587.6,1166.8,9729.1,2009,3,31,2
2009-03-30,0.7526,97.87,20.4221,0.6987,1.4409,2.2788,6.8319,9.59,1.2418,14.348,3.7137,1.1443,51.57,17836.5,,11507.6,1169.95,9760.3,2009,3,30,1
2009-03-27,0.7368,98.04,20.131,0.6871,1.4274,2.2364,6.8318,9.4422,1.2299,14.2143,3.6905,1.1235,51.5024,17754.35,,11607.75,1165.215,9700.885,2009,3,27,5
2009-03-26,0.7409,97.72,20.0751,0.6834,1.4344,2.2449,6.8309,9.5123,1.2303,14.3433,3.6857,1.1282,51.7727,17543.35,,11757.9,1167.24,9753.3,2009,3,26,4
2009-03-25,0.7356,97.86,19.8099,0.6816,1.4217,2.2489,6.8296,9.4378,1.2238,14.2662,3.6902,1.1254,51.5212,17317.05,,11785.6,1156.695,9717.385,2009,3,25,3
2009-03-24,0.7337,96.41,19.6452,0.6884,1.4356,2.2655,6.8338,9.5178,1.234,14.163,3.6611,1.125,51.6011,17319.85,,11723.45,1154.095,9699.275,2009,3,24,2
2009-03-23,0.7363,95.94,19.6839,0.6914,1.4558,2.2488,6.8267,9.6,1.2407,14.1799,3.6505,1.1275,51.695,17525.1,,11764.85,1157.1,9718.285,2009,3,23,1
2009-03-20,0.7386,95.4,20.0132,0.6968,1.4678,2.2527,6.8276,9.6398,1.2411,13.9618,3.6472,1.1359,51.6103,17214.95,,11744.1,1154.515,9688.185,2009,3,20,5
2009-03-19,0.7645,98.29,20.4409,0.7135,1.5101,2.2917,6.8349,9.8631,1.2678,14.0594,3.6293,1.174,52.3236,17355.4,,11890.7,1166.335,9790.465,2009,3,19,4
2009-03-18,0.7701,98.53,20.466,0.7114,1.5156,2.2766,6.8371,9.923,1.2713,14.1775,3.6451,1.1841,52.3022,17428.6,,11997.6,1168.99,9824.01,2009,3,18,3
2009-03-17,0.7721,98.24,20.4764,0.711,1.5176,2.2688,6.8383,9.9374,1.2715,14.4207,3.6444,1.1864,52.2342,17084.65,,11954.6,1156.07,9722.445,2009,3,17,2
2009-03-16,0.7735,97.96,20.6856,0.7142,1.5195,2.3,6.8379,9.9775,1.2718,14.519,3.632,1.1853,52.44,17416.2,,11968.9,1163.04,9789.215,2009,3,16,1
2009-03-13,0.7805,97.01,21.0487,0.7227,1.5435,2.3337,6.8392,10.0913,1.2873,15.0542,3.6352,1.1649,52.6286,17324.05,,11933.25,1166.605,9843.13,2009,3,13,5
2009-03-12,0.7863,98.29,21.2613,0.7264,1.5463,2.3382,6.8411,10.2507,1.2828,15.2115,3.6369,1.1603,52.152,17274.5,,11933.3,1167.705,9902.07,2009,3,12,4
2009-03-11,0.7883,98.64,21.5604,0.7239,1.5629,2.358,6.8403,10.4883,1.2904,15.4638,3.642,1.1555,51.7655,17280.9,,11997.7,1165.6,9889.115,2009,3,11,3
2009-03-10,0.7907,98.57,21.9085,0.715,1.5674,2.3773,6.8415,10.5112,1.2902,15.2639,3.6378,1.1597,52.0386,17473.0,,12070.1,1167.05,9906.2,2009,3,10,2
2009-03-09,0.7903,98.26,21.9085,0.7096,1.5618,2.3749,6.84,10.478,1.2872,15.1825,3.6378,1.1582,51.825,17502.45,,12070.1,1168.915,9950.83,2009,3,9,1
2009-03-06,0.7946,99.05,22.0197,0.7071,1.556,2.3789,6.8409,10.4668,1.2808,15.2665,3.6221,1.173,51.7995,17436.1,,12136.1,1164.455,9906.145,2009,3,6,5
2009-03-05,0.7973,98.89,22.0831,0.7106,1.5636,2.3955,6.8429,10.5024,1.2894,15.3001,3.6132,1.1784,51.8384,17237.25,,12048.2,1165.95,9936.6,2009,3,5,4
2009-03-04,0.7936,97.77,22.3225,0.711,1.5656,2.4391,6.8422,10.4818,1.2893,15.3593,3.6046,1.174,52.0903,17364.25,,12077.3,1163.79,9700.715,2009,3,4,3
2009-03-03,0.7942,97.42,22.4124,0.7061,1.5779,2.4149,6.8448,10.3136,1.2814,15.3529,3.5829,1.1738,51.9976,17179.8,,12143.35,1164.95,9712.25,2009,3,3,2
2009-03-02,0.7894,97.58,22.2821,0.6987,1.5656,2.3614,6.8389,10.1155,1.2767,15.255,3.5553,1.1703,51.475,17476.5,,12077.3,1162.905,9695.05,2009,3,2,1
2009-02-27,0.7847,97.94,22.2234,0.7007,1.5384,2.3585,6.8375,9.9248,1.2517,14.9427,3.5566,1.1671,50.3999,17393.35,,11961.7,1165.375,9713.3,2009,2,27,5
2009-02-26,0.7805,96.94,22.2111,0.6929,1.5372,2.3874,6.8379,9.9267,1.2468,14.8408,3.5512,1.1618,50.0492,17320.1,,11890.7,1160.755,9671.475,2009,2,26,4
2009-02-25,0.7843,95.54,22.2242,0.6897,1.55,2.3846,6.8385,10.0292,1.2487,14.9159,3.544,1.1644,50.0672,17460.6,,11940.35,1167.905,9732.36,2009,2,25,3
2009-02-24,0.7794,93.62,22.3374,0.6897,1.5464,2.3826,6.8361,10.0438,1.2489,14.7926,3.535,1.1573,49.9821,17338.2,,11827.35,1163.05,9694.1,2009,2,24,2
2009-02-23,0.7799,93.35,22.6037,0.693,1.5505,2.3877,6.8372,10.123,1.2519,14.7898,3.4579,1.1564,50.185,17211.5,,11771.7,1132.15,9540.1,2009,2,23,1
2009-02-20,0.7917,93.8,22.8823,0.6989,1.5523,2.3435,6.8365,10.0979,1.2557,14.6043,3.5187,1.1748,50.0311,17409.25,,11862.45,1164.53,9698.17,2009,2,20,5
2009-02-19,0.7948,92.77,23.2241,0.7029,1.5665,2.3415,6.8362,10.219,1.2619,14.6751,3.5055,1.1725,50.1194,17391.5,,12012.1,1163.93,9682.79,2009,2,19,4
2009-02-18,0.7904,92.14,23.1226,0.7025,1.5579,2.2918,6.8367,10.1715,1.2552,14.5694,3.4941,1.1709,49.6121,17379.05,,12055.55,1165.565,9652.78,2009,2,18,3
2009-02-17,0.7829,91.72,22.5749,0.7022,1.5373,2.2641,6.829,10.0177,1.2434,14.5472,3.4925,1.1651,48.9231,17482.5,,11940.4,1163.46,9589.65,2009,2,17,2
2009-02-16,0.7777,91.8,22.2903,0.6971,1.523,2.2795,6.8397,9.9319,1.2357,14.4881,3.4966,1.1607,48.755,17460.5,,11841.45,1162.0,9586.99,2009,2,16,1
2009-02-13,0.7776,90.23,22.2316,0.6997,1.5334,2.2809,6.8329,9.9813,1.2442,14.5629,3.4908,1.1616,48.973,17314.85,,11883.65,1164.38,9602.32,2009,2,13,5
2009-02-12,0.7746,90.27,22.0055,0.6927,1.5275,2.2762,6.8334,9.9148,1.2445,14.5231,3.4883,1.158,48.9807,17483.0,,11869.55,1163.4,9588.9,2009,2,12,4
2009-02-11,0.7736,91.15,21.6614,0.677,1.4977,2.2616,6.8272,9.71,1.2262,14.2792,3.4966,1.1649,48.8707,17385.15,,11862.55,1167.7,9628.725,2009,2,11,3
2009-02-10,0.7708,91.58,21.4794,0.6738,1.4844,2.2449,6.8377,9.6398,1.2225,14.1632,3.488,1.1606,48.7478,17257.8,,11634.75,1163.05,9590.85,2009,2,10,2
2009-02-09,0.7728,91.9,21.7216,0.6763,1.4824,2.2514,6.8327,9.5722,1.2194,14.199,3.4784,1.1613,48.78,17314.5,,11614.55,1151.7,9499.0,2009,2,9,1
2009-02-06,0.779,89.92,21.9648,0.6888,1.5448,2.3013,6.8346,9.9656,1.2309,14.4052,3.4901,1.162,48.9696,17472.2,,11682.35,1162.855,9574.89,2009,2,6,5
2009-02-05,0.7726,89.39,22.0056,0.693,1.5473,2.3011,6.832,10.0397,1.2328,14.5448,3.495,1.1515,48.9277,17358.25,,11771.7,1155.235,9583.535,2009,2,5,4
2009-02-04,0.7761,89.44,22.009,0.7007,1.5648,2.3193,6.8411,10.1331,1.2425,14.5037,3.495,1.1566,49.1205,17462.3,,11702.85,1157.22,9684.775,2009,2,4,3
2009-02-03,0.7832,89.57,21.9431,0.6997,1.5832,2.3369,6.8483,10.2138,1.2361,14.4022,3.4872,1.1639,49.3059,17490.95,,11468.05,1167.15,9712.3,2009,2,3,2
2009-02-02,0.7807,89.93,21.5602,0.688,1.5734,2.314,6.8397,10.2001,1.2295,14.3352,3.4813,1.1604,49.23,17505.0,,11376.7,1166.32,9703.575,2009,2,2,1
2009-01-30,0.7642,90.01,20.9985,0.7028,1.5168,2.2813,6.8397,9.9383,1.2178,14.0864,3.4931,1.1521,49.2419,17510.3,,11435.2,1170.21,9811.27,2009,1,30,5
2009-01-29,0.7557,89.38,20.8444,0.7017,1.4996,2.3043,6.8397,9.9503,1.2206,14.1828,3.486,1.1414,49.1967,17414.6,,11148.4,1164.255,9800.265,2009,1,29,4
2009-01-28,0.7575,89.22,21.1212,0.7101,1.5082,2.3115,6.8397,10.0383,1.2243,14.0808,3.471,1.1378,49.2537,17373.7,,11086.6,1157.97,9690.775,2009,1,28,3
2009-01-27,0.7696,89.02,21.4824,0.7267,1.5247,2.3163,6.8397,10.1827,1.2285,13.9984,3.4764,1.1552,49.4013,17487.5,,11223.5,1165.55,9824.3,2009,1,27,2
2009-01-26,0.7699,88.78,21.5273,0.7244,1.5289,2.3486,6.8397,10.211,1.2313,14.01,3.4457,1.1534,49.435,17346.4,,11286.8,1156.295,9792.63,2009,1,26,1
2009-01-23,0.7693,88.98,21.3484,0.7211,1.5221,2.3413,6.8371,10.0211,1.2596,13.818,3.4649,1.1553,49.5398,17354.75,,11185.8,1163.59,9886.865,2009,1,23,5
2009-01-22,0.7742,89.53,21.3956,0.7224,1.5352,2.3616,6.8395,10.2061,1.2649,13.9659,3.4586,1.147,49.6919,17473.6,,11286.8,1167.595,9986.775,2009,1,22,4
2009-01-21,0.7705,90.35,21.2397,0.7081,1.5135,2.3501,6.84,10.2137,1.2596,13.9524,3.4647,1.1406,49.5471,17489.3,,11299.6,1172.47,10070.295,2009,1,21,3
2009-01-20,0.7541,90.71,20.843,0.6804,1.4794,2.3339,6.8341,10.0233,1.2454,13.9158,3.4552,1.1222,49.1298,17483.35,,11062.1,1165.655,10055.715,2009,1,20,2
2009-01-19,0.7533,90.76,20.7263,0.6784,1.485,2.337,6.837,9.9593,1.2431,13.9148,3.4405,1.1185,49.005,17475.0,,10989.15,1164.8,10042.75,2009,1,19,1
2009-01-16,0.7604,89.16,20.611,0.6848,1.5141,2.3716,6.8356,10.1491,1.2495,14.1306,3.4497,1.1194,49.7701,17402.65,,11185.8,1166.51,10042.945,2009,1,16,5
2009-01-15,0.7569,89.36,20.3281,0.6866,1.494,2.3371,6.835,10.0438,1.2262,13.8989,3.4501,1.1172,49.6727,17364.65,,11123.6,1166.375,10017.72,2009,1,15,4
2009-01-14,0.7533,89.32,20.0856,0.6817,1.4876,2.315,6.8351,10.0905,1.2225,13.8051,3.4506,1.1185,49.764,17415.95,,11198.35,1165.66,10081.945,2009,1,14,3
2009-01-13,0.7463,89.82,19.8659,0.6669,1.4484,2.2909,6.8368,9.9526,1.1976,13.6947,3.4477,1.1164,49.4786,17250.35,,11062.1,1159.55,10009.55,2009,1,13,2
2009-01-12,0.7422,90.38,19.5619,0.6596,1.422,2.2988,6.8355,9.8097,1.1858,13.62,3.5224,1.1132,49.0555,17838.35,,11056.0,1190.15,10128.75,2009,1,12,1
2009-01-09,0.7331,91.93,19.208,0.6611,1.4148,2.2686,6.8342,9.6581,1.1946,13.4893,3.452,1.0994,49.9614,17467.7,,10941.0,1159.39,9921.39,2009,1,9,5
2009-01-08,0.7365,93.32,19.3191,0.6673,1.3887,2.2105,6.8332,9.407,1.1854,13.3989,3.4548,1.1073,49.4686,17419.05,,10941.0,1156.205,9896.05,2009,1,8,4
2009-01-07,0.741,93.64,19.5032,0.6808,1.3995,2.2141,6.8367,9.3364,1.1886,13.413,3.4487,1.1164,49.3954,17476.0,,11117.4,1161.905,9944.95,2009,1,7,3
2009-01-06,0.7271,92.63,19.4106,0.6878,1.4034,2.2955,6.831,9.3827,1.2066,13.6888,3.457,1.0919,49.2323,17282.15,,11142.15,1160.5,9932.9,2009,1,6,2
2009-01-05,0.7185,91.84,19.2444,0.6876,1.4055,2.3391,6.823,9.3069,1.2049,13.765,3.4783,1.0802,49.155,17589.0,,11068.15,1174.85,9953.5,2009,1,5,1
2009-01-02,0.7157,90.67,19.1519,0.6839,1.4207,2.3503,6.8333,9.5379,1.221,13.6777,3.4817,1.0691,49.595,17497.5,,11198.35,1168.45,9863.1,2009,1,2,5
2009-01-01,0.7122,90.44,18.9884,0.6898,1.4431,2.3247,6.8333,9.3701,1.2189,13.8006,3.4611,1.0612,49.5171,17503.75,,11173.35,1168.775,9857.04,2009,1,1,4
2008-12-31,0.7095,90.37,18.7791,0.6908,1.4483,2.3488,6.8358,9.4489,1.2224,13.7117,3.4512,1.0559,49.4643,17379.05,,11086.6,1175.365,9892.0,2008,12,31,3
2008-12-30,0.7048,90.42,18.7216,0.6825,1.4494,2.3872,6.8465,9.5951,1.2161,13.4581,3.4476,1.0545,49.3438,17194.65,,11031.5,1167.45,9817.7,2008,12,30,2
2008-12-29,0.7127,90.78,18.7915,0.6865,1.4621,2.3761,6.8485,9.716,1.2219,13.415,3.4082,1.0707,48.705,17058.3,,11154.6,1169.51,9835.04,2008,12,29,1
2008-12-26,0.7138,90.4,18.862,0.6785,1.4629,2.3761,6.8485,9.7517,1.2155,13.297,3.4147,1.077,49.705,17058.3,,11179.55,1169.51,9835.04,2008,12,26,5
2008-12-25,0.7157,90.56,18.8825,0.6782,1.4694,2.3761,6.8485,9.6671,1.2163,13.3267,3.4283,1.0818,49.8209,17058.3,,11185.8,1169.51,9835.04,2008,12,25,4
2008-12-24,0.7156,90.28,18.828,0.6754,1.4641,2.3856,6.8492,9.7169,1.2189,13.198,3.428,1.0904,49.5344,17009.8,,11031.5,1168.15,9857.74,2008,12,24,3
2008-12-23,0.7152,89.81,18.9022,0.6721,1.463,2.377,6.8497,9.6786,1.2133,13.1431,3.4188,1.0984,48.6347,16987.85,,11123.6,1165.3,9896.6,2008,12,23,2
2008-12-22,0.7188,89.3,18.7423,0.6697,1.4696,2.37,6.8442,9.751,1.2154,13.135,3.4009,1.1038,48.225,17085.5,,11280.4,1174.05,9970.7,2008,12,22,1
2008-12-19,0.6927,88.22,18.3957,0.6493,1.4211,2.3602,6.8342,9.7581,1.1929,13.1594,3.3966,1.0682,48.1971,16840.7,,10881.5,1158.22,9804.54,2008,12,19,5
2008-12-18,0.7074,88.53,18.7457,0.6441,1.4386,2.3412,6.8376,9.9735,1.2038,13.06,3.3952,1.1094,48.5086,16849.6,,10834.35,1161.985,9804.445,2008,12,18,4
2008-12-17,0.7288,90.26,19.1544,0.6536,1.4899,2.3779,6.8455,10.1832,1.231,13.3212,3.4053,1.1528,48.9155,16945.15,,11086.6,1167.575,9902.84,2008,12,17,3
2008-12-16,0.7407,90.83,19.3389,0.6634,1.4995,2.3823,6.8493,10.1228,1.2371,13.5273,3.42,1.1695,49.1285,17051.7,,10881.5,1174.8,10057.25,2008,12,16,2
2008-12-15,0.7472,91.22,19.4984,0.6705,1.5151,2.3899,6.8425,10.121,1.2483,13.5253,3.3971,1.176,48.4262,17026.9,,10917.15,1166.56,10037.625,2008,12,15,1
2008-12-12,0.761,92.18,19.6683,0.671,1.5088,2.3761,6.8517,10.107,1.2461,13.3392,3.4078,1.1926,49.4861,16957.95,,10834.35,1169.49,9994.155,2008,12,12,5
2008-12-11,0.7716,92.57,19.9225,0.6761,1.5175,2.4627,6.8653,10.1856,1.259,13.5307,3.4281,1.2028,50.0067,16945.45,,10881.5,1170.58,10059.6,2008,12,11,4
2008-12-10,0.7757,92.63,19.9702,0.6749,1.5193,2.4931,6.8745,10.1566,1.2568,13.4831,3.4558,1.2094,50.2644,16981.65,,11255.0,1172.125,10120.64,2008,12,10,3
2008-12-09,0.7795,92.99,20.1049,0.6748,1.5213,2.4519,6.8795,10.2182,1.2614,13.5586,3.4637,1.2133,49.9895,16929.55,,11820.5,1170.205,10097.055,2008,12,9,2
2008-12-08,0.7862,92.81,20.3177,0.6805,1.5437,2.6168,6.8752,10.301,1.2704,13.615,3.4632,1.2203,49.7485,16983.45,,12077.45,1174.97,10168.255,2008,12,8,1
2008-12-05,0.7878,92.96,20.267,0.6801,1.5476,2.4822,6.8832,10.2105,1.2597,13.5996,3.4273,1.209,49.974,16977.0,,12026.55,1172.755,10117.795,2008,12,5,5
2008-12-04,0.7889,93.12,20.3006,0.6745,1.554,2.4017,6.8776,10.2599,1.2538,13.6015,3.3997,1.2098,50.1843,16960.35,,12270.1,1171.45,10105.405,2008,12,4,4
2008-12-03,0.7905,93.33,20.2704,0.671,1.5609,2.3598,6.8828,10.4521,1.2456,13.6415,3.39,1.2053,50.6564,17038.55,,12247.5,1175.75,10152.48,2008,12,3,3
2008-12-02,0.7898,94.61,20.1274,0.6596,1.5473,2.3424,6.8829,10.1846,1.2413,13.5531,3.3756,1.2104,50.5175,17028.7,,12714.7,1173.95,10113.7,2008,12,2,2
2008-12-01,0.7878,95.53,19.8008,0.6506,1.5276,2.308,6.8259,10.0529,1.2395,13.465,3.3771,1.2133,50.355,17097.0,,12796.05,1183.575,10183.3,2008,12,1,1
2008-11-28,0.775,95.35,19.4742,0.6498,1.5288,2.2413,6.8289,9.892,1.23,13.1964,3.3477,1.2001,50.0011,17002.7,,12586.7,1176.44,10113.58,2008,11,28,5
2008-11-27,0.771,95.21,19.4829,0.6509,1.5434,2.3197,6.8284,9.8946,1.2297,13.2718,3.3365,1.1925,49.8289,16932.75,,12555.05,1170.405,10068.18,2008,11,27,4
2008-11-26,0.7745,96.26,19.7248,0.6587,1.5496,2.3142,6.8257,9.998,1.2352,13.3677,3.333,1.1966,50.2331,17022.0,,12469.1,1173.5,10126.7,2008,11,26,3
